-2.8016,5.1224
-9.0376,1.5857
-1.2191,-4.8752
-2.7522,-4.9124
-7.6132,-1.6181
-7.7466,-0.2718
-1.1661,-6.8299
-8.8750,-1.0834
-1.3655,-4.3778
-0.7080,-6.4261
-4.6339,7.4617
-7.7833,-1.6278
-0.8416,-4.9523
-7.7699,5.9720
-4.0200,5.5984
-4.1046,7.8972
-4.8514,6.8657
-1.0825,-5.5180
-2.4446,-5.3774
-2.1967,5.6682
-7.4953,-1.6773
-7.5150,-0.2346
-8.0319,0.3187
-2.9931,6.4923
-7.6917,-0.5946
-9.6041,-1.4077
-3.7764,7.6996
-2.8416,6.6465
-9.0064,-0.1960
-3.2615,6.2417
-7.8172,-1.2481
-4.1508,5.5681
-6.3625,-0.2180
-4.0797,6.0038
-8.9064,-0.2281
-1.2604,-6.6965
-8.0328,-0.4483
-2.9295,6.6653
-4.1489,5.9596
-8.3143,-1.4045
-2.7750,-4.9023
-9.1540,-1.7294
-4.0241,5.2951
-2.3772,-5.9328
-4.0306,6.4093
-9.5003,-1.2715
-1.3475,-5.4970
-1.5257,-6.2777
-3.4448,6.1691
-6.0987,-1.7191
-3.0418,4.4827
-8.7888,0.1822
-0.6970,-5.6046
-1.3784,-4.2077
-8.9110,-0.4708
-3.2661,-4.2781
-9.4515,-1.1684
-3.2983,5.4669
-0.4288,-6.9348
-9.3930,-1.8097
-2.0731,-7.2670
